m	km	miles	seconds	minutes	hours	leg	route	lon	lat	route_name
887	0.887	0.5511818	57	0.95	0.0158333333333333	1	B	-80.2609176	40.4904257	route5
1197	1.197	0.7438158	70	1.16666666666667	0.0194444444444444	2	B	-80.2588754	40.4979313	route5
270	0.27	0.167778	13	0.216666666666667	0.00361111111111111	3	B	-80.2678424	40.494497	route5
16534	16.534	10.2742276	594	9.9	0.165	4	B	-80.2687323	40.4921657	route5
1080	1.08	0.671112	48	0.8	0.0133333333333333	5	B	-80.1143302	40.4246822	route5
32755	32.755	20.353957	1139	18.9833333333333	0.316388888888889	6	B	-80.1037771	40.4199341	route5
5684	5.684	3.5320376	232	3.86666666666667	0.0644444444444444	7	B	-80.2473686	40.1908832	route5
26141	26.141	16.2440174	970	16.1666666666667	0.269444444444444	8	B	-80.1965793	40.1625799	route5
35368	35.368	21.9776752	1237	20.6166666666667	0.343611111111111	9	B	-79.9266292	40.1108566	route5
6589	6.589	4.0944046	244	4.06666666666667	0.0677777777777778	10	B	-79.7291849	39.9217549	route5
528	0.528	0.3280992	21	0.35	0.00583333333333333	11	B	-79.7452618	39.8730229	route5
18830	18.83	11.700962	640	10.6666666666667	0.177777777777778	12	B	-79.7459215	39.868411	route5
6087	6.087	3.7824618	210	3.5	0.0583333333333333	13	B	-79.8220859	39.7210279	route5
4576	4.576	2.8435264	163	2.71666666666667	0.0452777777777778	14	B	-79.8499464	39.6731848	route5
555	0.555	0.344877	32	0.533333333333333	0.00888888888888889	15	B	-79.8920426	39.6506288	route5
1606	1.606	0.9979684	127	2.11666666666667	0.0352777777777778	16	B	-79.8963202	39.6469805	route5
1065	1.065	0.661791	135	2.25	0.0375	17	B	-79.9130558	39.6527687	route5
105	0.105	0.065247	17	0.283333333333333	0.00472222222222222	18	B	-79.9215414	39.6492509	route5
414	0.414	0.2572596	46	0.766666666666667	0.0127777777777778	19	B	-79.9207494	39.6485508	route5
NA	NA	NA	NA	NA	NA	NA	B	-79.9203079	39.6453106	route5
887	0.887	0.5511818	57	0.95	0.0158333333333333	1	C	-80.2609176	40.4904257	route5
1197	1.197	0.7438158	70	1.16666666666667	0.0194444444444444	2	C	-80.2588754	40.4979313	route5
270	0.27	0.167778	13	0.216666666666667	0.00361111111111111	3	C	-80.2678424	40.494497	route5
25496	25.496	15.8432144	966	16.1	0.268333333333333	4	C	-80.2687323	40.4921657	route5
18953	18.953	11.7773942	1539	25.65	0.4275	5	C	-80.0271982	40.430256	route5
1662	1.662	1.0327668	88	1.46666666666667	0.0244444444444444	6	C	-79.9212508	40.2992209	route5
819	0.819	0.5089266	34	0.566666666666667	0.00944444444444444	7	C	-79.9159511	40.2893399	route5
61774	61.774	38.3863636	2131	35.5166666666667	0.591944444444444	8	C	-79.921417	40.2835231	route5
6589	6.589	4.0944046	244	4.06666666666667	0.0677777777777778	9	C	-79.7291849	39.9217549	route5
528	0.528	0.3280992	21	0.35	0.00583333333333333	10	C	-79.7452618	39.8730229	route5
18830	18.83	11.700962	640	10.6666666666667	0.177777777777778	11	C	-79.7459215	39.868411	route5
6087	6.087	3.7824618	210	3.5	0.0583333333333333	12	C	-79.8220859	39.7210279	route5
4576	4.576	2.8435264	163	2.71666666666667	0.0452777777777778	13	C	-79.8499464	39.6731848	route5
555	0.555	0.344877	32	0.533333333333333	0.00888888888888889	14	C	-79.8920426	39.6506288	route5
1606	1.606	0.9979684	127	2.11666666666667	0.0352777777777778	15	C	-79.8963202	39.6469805	route5
1065	1.065	0.661791	135	2.25	0.0375	16	C	-79.9130558	39.6527687	route5
105	0.105	0.065247	17	0.283333333333333	0.00472222222222222	17	C	-79.9215414	39.6492509	route5
414	0.414	0.2572596	46	0.766666666666667	0.0127777777777778	18	C	-79.9207494	39.6485508	route5
NA	NA	NA	NA	NA	NA	NA	C	-79.9203079	39.6453106	route5
